survey,wave_key,raw_var,harmonized_name,a_end,b_end,c_end,a_n,b_n,c_n,b_convention,verdict,detail
kinu,2023,SE1309,se1309,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1311,se1311,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1312,se1312,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1313,se1313,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1314,se1314,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1315,se1315,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1316,se1316,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1317,se1317,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1318,se1318,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1319,se1319,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1320,se1320,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1321,se1321,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1322,se1322,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1330,se1330,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,SE1331,se1331,high,high,,4,4,,unknown,concordant,"A=high,B=high"
kinu,2023,UNI0201,uni_arg_peace_enough,high,high,,5,5,,unknown,concordant,"A=high,B=high"
kinu,2023,UNI0212,uni_arg_one_people_two_states,high,high,,5,5,,unknown,concordant,"A=high,B=high"
kinu,2023,UNI0214,uni_arg_stay_divided,high,high,,5,5,,unknown,concordant,"A=high,B=high"
kinu,2023,UNI0215,uni0215,high,high,,5,5,,unknown,concordant,"A=high,B=high"
kinu,2023,UNI17,uni17,high,high,,5,5,,unknown,concordant,"A=high,B=high"
